node,label,description
https://data.cooperationdatabank.org/id/ethnicityus/american_indian_or_alaska_native,American Indian or Alaska Native,"North America, South America, Central America"
https://data.cooperationdatabank.org/id/othersbehaviorlevel/medium,Medium,Other players are classified as displaying a medium cooperative behavior
https://data.cooperationdatabank.org/id/partneremotion/shame,Shame,"The response when a person feels that if their true nature was to be known, others would be repulsed (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/anchor/medium_cooperation,medium cooperation ,Participants are provided a suggestion to contribute a relatively medium amount to the public good
https://data.cooperationdatabank.org/id/othercoding/interactions_in_the_game,Interactions in the Game,"Interactions in the Game includes variables that relate to the relationships between individuals interacting in the social dilemmas or the perceptions of the partner(s) based on impressions or on their behavior in the game. This group of variables includes partner strategy, anonymity, closeness, similarity, acquaintance, reputational information, content of communication, credibility of promises, information about the partner(s), eye contact, partnerâs goal, and group identification"
https://data.cooperationdatabank.org/id/partneremotion/regret,Regret,Emotion elicited by a comparison between the outcome of a choice (reality) and the better outcome of foregone rejected alternatives (what might have been) (Coricelli et al. 2007)
https://data.cooperationdatabank.org/id/privateaccountreturnlevel/medium,Medium,Medium relative level of the private gain for each token contributed to the Private Account
https://data.cooperationdatabank.org/id/feedbacktarget/leader,Leader,"Exclusively feedback about the leader's behavior, if a leader is present in the game"
https://data.cooperationdatabank.org/id/studymatchingprotocol/5,5,DELETE after recoding
https://data.cooperationdatabank.org/id/partneremotion/self-consciousness,Self-consciousness,"Emotion(s) that involve self-reflection and self-evaluation (e.g., guilt, shame, pride, embarrassment; Tagney, 1999)"
https://data.cooperationdatabank.org/id/similaritylevel/medium,Medium,The similarity between the participant and their partner(s) is medium
https://data.cooperationdatabank.org/id/leaderbehavior/absent,Absent,Information was not provided to participants about how the leader behaved in the game
https://data.cooperationdatabank.org/id/entitativitylevel/medium,Medium,Participants were classified as having medium levels of entitativity
https://data.cooperationdatabank.org/id/studydilemmatype/4,Other,"Other game types not included in the defined categories (e.g., Intergroup games)"
https://data.cooperationdatabank.org/id/socialcapitallevel/medium,Medium,Participants were classified as having a relative medium social capital
https://data.cooperationdatabank.org/id/rewardagent/computer,Computer,"Computerized opponent, and players were informed to be interacting with a computer"
https://data.cooperationdatabank.org/id/partneremotion/envy,Envy,"The response to another personâs rewards which the envious person wishes to have (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/partneremotiondisplay/posture,Posture,Participants learn about the partner's emotions via body position
https://data.cooperationdatabank.org/id/behaviorindifferentgame/continuous_public_goods_game,Continuous Public Goods Game,"In the continuous public goods game, subjects are provided an endowment and decide any portion to allocate to the public good, and the remaining about is kept for themselves. The group contributions in the public pool are multiplied by a factor (greater than one and less than the number of players, N) and it is divided among players, regardless of the players contributions"
https://data.cooperationdatabank.org/id/partneremotion/gratitude,Gratitude,Pleasant feelings toward a target about the benefits received
https://data.cooperationdatabank.org/id/studymatchingprotocol/3,3,DELETE after recoding
https://data.cooperationdatabank.org/id/emotion/contempt,Contempt,"Feeling morally superior to another person (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/othercoding/country,Country,"Country coding includes variables measured at the country/city/ethnic group level that are correlated with cooperative behavior in the social dilemma. This group of variables is only composed by country/city/ethnic group level indicators and, thus, this variable does not vary for participants from the same country country/city/ethnic group"
https://data.cooperationdatabank.org/id/incometaxratelevel/medium,Medium,Medium relative level of the proportion of net income taken under the tax
https://data.cooperationdatabank.org/id/conflictindex/index_of_competitive_advantage,Index of competitive advantage,It is calculated as S-T
https://data.cooperationdatabank.org/id/partneremotion/other_emotion,Other emotion,None of the emotion categories apply
https://data.cooperationdatabank.org/id/monitoringcost/none,None,Free monitoring
https://data.cooperationdatabank.org/id/partneremotion/contempt,Contempt,"Feeling morally superior to another person (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/vocab/class/AcademicDiscipline,Academic discipline,Participant's field of study if the participant is a student.
https://data.cooperationdatabank.org/vocab/class/AcademicGradeLevel,Academic grade level,Participants were grouped in different categories based on their academic grade. Each study can use its own criterion to make this classification. 
https://data.cooperationdatabank.org/vocab/class/AgeCohort,Age cohort,"Participants were grouped in different age categories. Coded as reported in the paper, since each study can employ its own grouping criterion (e.g., via a median split)."
https://data.cooperationdatabank.org/vocab/class/Anchor,Anchor,Participants are given a suggested level of contribution.
https://data.cooperationdatabank.org/vocab/class/AnonymityManipul,Anonymity manipulation,Degree to which participants' actions were identifiable by their partner(s) and/or the experimenter.
https://data.cooperationdatabank.org/vocab/class/BehaviorInDifferentGame,Behavior in different game,"Correlation between behavior in the current game (i.e., The game coded under ""game type"" in study characteristics) and behavior in other games."
https://data.cooperationdatabank.org/vocab/class/BetweenOrWithinParticipantsDesign,Between versus within participants design,Whether the variable was manipulated using a between-participants versus within-participants experimental design.
https://data.cooperationdatabank.org/vocab/class/BlockOfCooperationOrdinal,Block of cooperation (ordinal),"Block on which cooperation is assessed on an ordinal scale. Blocks are defined as chunks of trials aggregated together. Trials can be grouped in a block based on some manipulation in the game, but can also be aggregated based on arbitrary reasons not related to the study design (e.g., statistical analyses)."
https://data.cooperationdatabank.org/vocab/class/ChoiceMechanism,Institutional choice mechanism,"Endogenous institutions can be established by the participants themselves, such as with a vote or migrating to groups with different institutions."
https://data.cooperationdatabank.org/vocab/class/CommunicationContent,Communication content,"What was the content of communication, either given by pre-specified messages or coded from free communication."
https://data.cooperationdatabank.org/vocab/class/CommunicationOccurrence,Communication occurrence,"Whether, in an iterated game, agents could communicate only once or throughout the experiment, such as before every trial."
https://data.cooperationdatabank.org/vocab/class/CommunicationType,Communication type,The mode of communication between participants in the game.
https://data.cooperationdatabank.org/vocab/class/ConflictIndex,Conflict index,Index that quantifies the degree of conflicting interests in the game. 
https://data.cooperationdatabank.org/vocab/class/ConflictIndexLevel,Conflict level,Relative level of the conflict of interests in the game.
https://data.cooperationdatabank.org/vocab/class/ContextFrame,Context frame,"Context framing involves differently worded, but logically equivalent, descriptions of otherwise unchanged games (Gerlach, Jaeger, & Hertwig, 2018)."
https://data.cooperationdatabank.org/vocab/class/ContinuationProbabilityLevel,Continuation probability level,Relative gain of the prespecified probability that the block or session ends at each trial.
https://data.cooperationdatabank.org/vocab/class/Country,Country,Country where the data collection took place (coded with the 3-letter country code following ISO 3166-1 alpha-3).
https://data.cooperationdatabank.org/vocab/class/CountrySource,Source of country or region,Source of the country where the data collection took place.
https://data.cooperationdatabank.org/vocab/class/CriticalityLevel,Criticality level,Different objective or subjective understanding that the participant's decision is more or less critical in providing the public good.
https://data.cooperationdatabank.org/vocab/class/DecisionMaker,Decision maker,Participant(s) accountable for making a decision in the game. Mostly manipulated in studies examining interindividual-intergroup discontinuity.
https://data.cooperationdatabank.org/vocab/class/DecisionTime,Decision time,"Participants are categorized according to their decision time (e.g., using a median split)."
https://data.cooperationdatabank.org/vocab/class/DependentVariable,Behavior used as DV,The type of cooperative behavior used as a dependent variable.
https://data.cooperationdatabank.org/vocab/class/DescriptiveNorm,Descriptive norm,Participants are provided information about how others typically behave in the game.
https://data.cooperationdatabank.org/vocab/class/Direction,Direction of effect,The direction of a comparison between two treatments.
https://data.cooperationdatabank.org/vocab/class/Discussion,Discussion,Whether communication was allowed between participants in the game.
https://data.cooperationdatabank.org/vocab/class/DVTrialOfCooperation,Trial on which the DV was assessed,The trial on which cooperative behavior was assessed.
https://data.cooperationdatabank.org/vocab/class/Emotion,Emotion,"Emotions are discrete, automatic responses to universally shared, culture-specific and individual-specific events (Ekman & Cordaro, 2011). "
https://data.cooperationdatabank.org/vocab/class/EmotionIntensity,Emotion intensity,Magnitude or strength of the experienced or expressed emotion. 
https://data.cooperationdatabank.org/vocab/class/EmotionValence,Emotion valence,"Emotional valence is one of two axes (or dimensions) on which an emotion can be located. Value associated with a stimulus as expressed on a continuum from pleasant and attractive (positive) to unpleasant and aversive (negative). Emotional valence is coded when the study explicitly referred to it, without referring to a specific emotion. For example, own smiling is coded as positive emotion."
https://data.cooperationdatabank.org/vocab/class/EndogenousMotivationalOrientation,Endogenous motivational orientation,Participants have adopted a specific goal when interacting in the game (both as result of self report measures and classified as such based on behavior in other tasks). Some studies falling into this category allow participants to select the goal they want to pursue among a set of possible goals.
https://data.cooperationdatabank.org/vocab/class/EndowmentLevel,Endowment level,Relative level of tokens participants were endowed with in a Public Goods Game. Each study can have its own criterion for grouping the endowments into levels. 
https://data.cooperationdatabank.org/vocab/class/EntitativityLevel,Entitativity level,"The relative level of entitativity (i.e., the perception that the group is an entity) between participants."
https://data.cooperationdatabank.org/vocab/class/ESAlgorithm,Effect size algorithm,The algorithm used to compute the effect size estimate.
https://data.cooperationdatabank.org/vocab/class/ESmeasure,Effect size measure,The metric in which the standardized effect size estimate is expressed.
https://data.cooperationdatabank.org/vocab/class/EthnicityUS,Ethnicity (US),Participant's ethnic group (values adopted from US Census).
https://data.cooperationdatabank.org/vocab/class/ExpectationsLevel,Expectations level,"Participant expectations have been manipulated in the study, or authors split the sample in some way based on stated expectations of partner cooperation."
https://data.cooperationdatabank.org/vocab/class/ExperimentalSetting,Experimental setting,The setting in which the experiment was conducted.
https://data.cooperationdatabank.org/vocab/class/ExternalMPCRlevel,External MPCR level,"Relative level of earnings participants gain from a token contributed to the public good, when there is a difference between participant's return from the public good and other group members' return from the public good."
https://data.cooperationdatabank.org/vocab/class/FeedbackContent,Feedback content,"What type of feedback information participants receive after each trial of the game (Note that earnings feedback might entails other feedback contents, such as feedback about rank)."
https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,Feedback target,What type of information participants received about their partner(s) decisions and/or outcomes after each trial of the game (Note that Individual feedback entails Group feedback).
https://data.cooperationdatabank.org/vocab/class/GainLossFrame,Gain-Loss frame,"Gain vs. loss framing is a form of valence framing (Levin, Schneider, & Gaeth, 1998; Gerlach, Jaeger, & Hertwig, 2018). Specifically, outcomes of the decision are either in the domain of gains (i.e., positively-valued) or in the domain of losses (i.e., negatively valued)."
https://data.cooperationdatabank.org/vocab/class/GameComprehensionLevel,Comprehension of the game level,Participants are classified according to their relative level of comprehension of the game.
https://data.cooperationdatabank.org/vocab/class/GameIncentive,Game incentive,Whether participantsâ decisions in the game determine their payoffs in different forms.
https://data.cooperationdatabank.org/vocab/class/GameType,Game type,Game that participants play during the experimental session. Code it when participants' behavior is compared across multiple games.
https://data.cooperationdatabank.org/vocab/class/Gender,Gender,Participant's gender as reported in the paper. Positive correlations effect size always mean that men cooperated more than women.
https://data.cooperationdatabank.org/vocab/class/GenderOfPartner,Gender of the partner,Partner's gender as reported in the paper. Positive correlations effect size always mean that participants cooperated more with men than with women.
https://data.cooperationdatabank.org/vocab/class/GenderRole,Gender role,"Gender role refers to the culturally and socially constructed meanings that describe how women and men should behave in certain situations according to feminine and masculine roles learned throughout life (Alabas et al., 2012)."
https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,Give-Take frame,"Give-some vs. take-some games are a form of valence framing involving changes in the suggested property rights. For instance, common pool games can be described as decisions on how much to âgiveâ to a public good (public goods games) or how much to âtakeâ from a collectively shared resource (commons dilemmas) (Gerlach, Jaeger, & Hertwig, 2018)."
https://data.cooperationdatabank.org/vocab/class/Gossip,Gossip,People were allowed to share evaluations to others about their partners behavior.
https://data.cooperationdatabank.org/vocab/class/GroupSizeLevel,Group size level,"Relative size of the group, in case exact group size is not provided or it is not relevant (e.g., different group sizes are collapsed together and compared with others)."
https://data.cooperationdatabank.org/vocab/class/GroupType,Group type,"Whether the group the participant is interacting with is a naturally occurring group or experimentally induced group (e.g., minimal group paradigm)."
https://data.cooperationdatabank.org/vocab/class/GroupVariability,Group variability,Participants are given information about the variability in group member behavior.
https://data.cooperationdatabank.org/vocab/class/Hormone,Hormone,Participants were tested for the presence of a specific hormone.
https://data.cooperationdatabank.org/vocab/class/HormoneLevel,Hormone level,Participants were classified according to their level of a specific hormone.
https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,Hormones administration,"Participants were administered hormones prior to the decision in the game (e.g., via intranasal administration)."
https://data.cooperationdatabank.org/vocab/class/IdentificationLevel,Identification level,Extent to which the participants identify with their partner(s).
https://data.cooperationdatabank.org/vocab/class/IncomeTaxRateLevel,Income tax rate level,The relative level of the proportion of net income taken under the tax.
https://data.cooperationdatabank.org/vocab/class/IndividualDifference,Individual difference,"Personality traits are probabilistic descriptions of relatively stable patterns of emotion, motivation, cognition, and behavior, in response to classes of stimuliâ (DeYoung, 2015, p. 35)."
https://data.cooperationdatabank.org/vocab/class/IndividualDifferenceLevel,Individual difference level,"Agents were classified according to a specific individual difference measure that could be measured (e.g., via a questionnaire) or manipulated (elicited experimentally). Each study might have its own grouping criterion (e.g., via a median split)."
https://data.cooperationdatabank.org/vocab/class/IndividualMPCRlevel,Individual MPCR level,"Relative level of earnings participants gain from a token contributed to the public good, when there exist differences between participant's return from the public good and other group members' return from the public good."
https://data.cooperationdatabank.org/vocab/class/InstitutionalChoice,Institutional choice,"Whether participants can choose an institution (such as punishment, reward)."
https://data.cooperationdatabank.org/vocab/class/IntergroupComp,Intergroup competition,"A setting whereby multiple groups each experience a social dilemma, incentive structures can promote that groups compete for better outcomes (e.g., the group with better outcomes receives higher earnings), and/or group outcomes of the dilemmas are compared to each other (which can facilitate intergroup competition). 

"
https://data.cooperationdatabank.org/vocab/class/IteratedPreprogrammedCooperationRateLevel,Iterated pre-programmed cooperation rate level,Relative level of the pre-programmed cooperation rate of a partner.
https://data.cooperationdatabank.org/vocab/class/IteratedStrategy,Iterated strategy,The specific strategy played by the participant's partner in an iterated game.
https://data.cooperationdatabank.org/vocab/class/KnowledgeOfMembership,Knowledge of group membership,Who has knowledge of the focal and target agents' group membership.
https://data.cooperationdatabank.org/vocab/class/KnowledgeOfPartnerPriorBehavior,Knowledge of partner's prior behavior,Participants were provided information about how their partner behaved previously in the current game or had behaved with others in a previous game (another closely related coding is feedback).
https://data.cooperationdatabank.org/vocab/class/LeaderBehavior,Leader's behavior,Leaders has behaved in a specific way in the game.
https://data.cooperationdatabank.org/vocab/class/LeaderCharacteristic,Leader's characteristic,Leader has a specific quality or style that is measured or manipulated in the study.
https://data.cooperationdatabank.org/vocab/class/LeadershipAssignmentRule,Leadership assignment rule,People use a specific rule to select leaders.
https://data.cooperationdatabank.org/vocab/class/LeadershipEndogenous,Endogenous leadership,Participants are able to select the leader versus the leader is assigned by the experimenter or some other external mechanism.
https://data.cooperationdatabank.org/vocab/class/LeadershipRole,Leadership role,Participant is assigned to being the Leader or the Follower.
https://data.cooperationdatabank.org/vocab/class/LevelOfAnalysis,Level of analysis,"The level at which the data were analyzed (e.g., individual or group-based analyses)."
https://data.cooperationdatabank.org/vocab/class/LowerChoiceRangeLevel,Lowest choice option level,Relative level of the lowest choice option allowed to participants.
https://data.cooperationdatabank.org/vocab/class/MainEffect,Type of effect,Whether the reported results were main effects of specific variables or interactions between two or more variables.
https://data.cooperationdatabank.org/vocab/class/ManipulatedOrMeasuredVariable,Manipulated versus measured Independent Variable ,Whether the independent variable was experimentally manipulated or measured.
https://data.cooperationdatabank.org/vocab/class/Matching,Matching,How participants are paired with others during interactions.
https://data.cooperationdatabank.org/vocab/class/MinimumContribution,Minimum contribution,"Mandatory minimum contributions or taxation set that minimum contribution players must make. Taxation is institutional, i.e., the threshold is set by an institution (this is different from pledges of contributions, which are coded as âCommunicationâ)."
https://data.cooperationdatabank.org/vocab/class/MinimumContributionLevel,Minimum contribution level,The relative level of the minimum contribution to the public good as a proportion of the endowment.
https://data.cooperationdatabank.org/vocab/class/MonitoringCost,Monitoring cost,The cost of accessing information about other players' contributions
https://data.cooperationdatabank.org/vocab/class/MotivationalOrientation,Motivational orientation,Participants were instructed to adopt a specific goal when interacting in the game.
https://data.cooperationdatabank.org/vocab/class/MPCRlevel,MPCR level,Relative level of the ratio of benefits to costs for a member to contribute one monetary unit to the group account.
https://data.cooperationdatabank.org/vocab/class/MRSlevel,MRS level,"Relative level of the tradeoff between contribution and return from the public good, in order to keep the subjective utility constant."
https://data.cooperationdatabank.org/vocab/class/NbBlocksLevel,Number of blocks level,Relative level of the total number of blocks across the full experimental session.
https://data.cooperationdatabank.org/vocab/class/NbOfChoicesLevel,Number of choices level,Relative level of the number of choice options players have when making the contribution.
https://data.cooperationdatabank.org/vocab/class/NbTrialsLevel,Number of trials level,Relative level of the number of trials (rounds) in each block.
https://data.cooperationdatabank.org/vocab/class/OneShotStrategy,One-shot strategy,The specific choice made by the participant's partner in a sequential one-shot game.
https://data.cooperationdatabank.org/vocab/class/OneShotVsRepeated,One-shot vs repeated,Whether participants played the game with the same person only once (this also applies if participants switch partners after each trial) versus played the game repeatedly with the same person.
https://data.cooperationdatabank.org/vocab/class/OtherCoding,Other coding,Broad classification of specific variables and treatments can not be captured by any of the variables annotated in the ontology.
https://data.cooperationdatabank.org/vocab/class/OthersBehaviorLevel,Partner's behavior level,Whether other players are classified or grouped according to their cooperative behavior (cooperative/high contributions vs competitive/low contributions) in early stage of the games or in other games.
https://data.cooperationdatabank.org/vocab/class/OwnBehaviorLevel,Participant's behavior level,Whether participants or groups are classified or grouped according to their cooperative behavior (cooperative/high contributions vs competitive/low contributions) in early stage of the games or in other games. 
https://data.cooperationdatabank.org/vocab/class/PartnerChoice,Partner choice,Matching of participants based on either the players' or the experimenter's decision.
https://data.cooperationdatabank.org/vocab/class/PartnerEmotion,Partner's emotion,"Emotion of the participant's partner in the social interaction (as it is reported in the paper). Emotions are discrete, automatic responses to universally shared, culture-specific and individual-specific events (Ekman & Cordaro, 2011). "
https://data.cooperationdatabank.org/vocab/class/PartnerEmotionDisplay,Partner's emotion display,Mode by which a participant's partner can convey a certain emotional state.
https://data.cooperationdatabank.org/vocab/class/PartnerEmotionValence,Partner's emotion valence,"Emotional valence is one of two axes (or dimensions) on which an emotion can be located. Value associated with a stimulus as expressed on a continuum from pleasant and attractive (positive) to unpleasant and aversive (negative). Emotional valence is coded when the study explicitly referred to the valence of the emotion displayed by the partner, without referring to the specific emotion."
https://data.cooperationdatabank.org/vocab/class/PartnerPerception,Partner perception,"How participants perceive partner(s) in the game according to several characteristics (usually, self-reported)."
https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,Partner perception level,To what extent the partner is perceived in reference to the quality indicated in Partner Perception.
https://data.cooperationdatabank.org/vocab/class/PartnerReal,Real partner,Whether participants interact with real or imagined participants in the game.
https://data.cooperationdatabank.org/vocab/class/PartnerSelection,Partner selection,Participants can be chosen for interactions based on past behavior.
https://data.cooperationdatabank.org/vocab/class/PartnerType,Partner type,The type of partner that interacts with the participant in the game.
https://data.cooperationdatabank.org/vocab/class/PhysicalProximity,Physical proximity,Participants were placed at difference physical distances during the game.
https://data.cooperationdatabank.org/vocab/class/PowerLevel,Power level,The level of relative social power held by the participant. Power is defined as the asymmetric control over oneâs own or otherâs resources.
https://data.cooperationdatabank.org/vocab/class/PowerManipulationMethod,Power manipulation method,The basis of power differences in the game.
https://data.cooperationdatabank.org/vocab/class/PowerType,Power type,Specific type of power that was manipulated within a study.
https://data.cooperationdatabank.org/vocab/class/PreferenceConditionalCooperation,Preference for conditional cooperation,Participants are classified as having a specific dispositional strategy of cooperation using a strategy method (see Fischbacher et al. 2001). 
https://data.cooperationdatabank.org/vocab/class/PrimingConcept,Primed construct,Participants were primed with a specific construct. 
https://data.cooperationdatabank.org/vocab/class/PrivateAccountReturnLevel,Private account return level,Relative level of the private gain for each token contributed to the Private Account.
https://data.cooperationdatabank.org/vocab/class/Psychopathology,Psychopathology,Participants were classified as having abnormal cognitions and behaviors.
https://data.cooperationdatabank.org/vocab/class/PublicationStatus,Published,Whether a study was published or not.
https://data.cooperationdatabank.org/vocab/class/PublicGoodBadFrame,Public Good-Bad frame,"Public goods vs. public bads refer to the framing of the consequence of decisions for others. In public goods provision, contributions to the public good are described to provide a benefit to others. In public bad-type games, contributions to the public bad impose a cost on others, or contributions to the private good impose a negative externality on others."
https://data.cooperationdatabank.org/vocab/class/PunishmentAgent,Punishment agent,Who can enact punishment on other participants (See Agent type).
https://data.cooperationdatabank.org/vocab/class/PunishmentDistributionRule,Punishment distribution rule,A rule according to which the amount deducted from the account of the punished participant is redistributed or destroyed.
https://data.cooperationdatabank.org/vocab/class/PunishmentIncentive,Punishment incentive,The form in which participants' punishment decisions affect their partner's payoffs (see game incentive).
https://data.cooperationdatabank.org/vocab/class/PunishmentRule,Punishment rule,A rule according to which some number of players are punished.
https://data.cooperationdatabank.org/vocab/class/PunishmentSequential,Sequential punishment,"Whether group members make their punishment decisions simultaneously or sequentially, i.e., whether players take decisions one after another while receiving some form of feedback on preceding decisions (see Sequentiality). "
https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,Punishment treatment,Punishment is the (possible) imposition of negative payoffs on a specific participant after the regular round of play.
https://data.cooperationdatabank.org/vocab/class/RebateorRefund,Rebate vs refund,"Participants are given back (some of) their contributions to the public good, if the public good is not provided (or their partner chooses not to cooperate)."
https://data.cooperationdatabank.org/vocab/class/RecruitmentMethod,Recruitment method,The way participants were recruited to take part in the study.
https://data.cooperationdatabank.org/vocab/class/RelationshipWithFocalAgent,Relationship with the partner,The type of relationship between the participant and their partner.
https://data.cooperationdatabank.org/vocab/class/ReligiosityOperationalization,Religiosity operationalization,How is the specific construct pertaining to the religious sphere operationalized in the study. 
https://data.cooperationdatabank.org/vocab/class/ReligiousLevel,Religious exposure level,"Whether participants were exposed to a high versus low level of religious content (e.g., enrolled to a religious vs non-religious school). "
https://data.cooperationdatabank.org/vocab/class/ReplenishmentRateLevel,Replenishment rate level,Relative level of the replenishment rate in the resource dilemma.
https://data.cooperationdatabank.org/vocab/class/ResourceSizeLevel,Resource size level,Relative size of the resource that participants can withdraw in a resource dilemma game.
https://data.cooperationdatabank.org/vocab/class/Restart,Restart,Observed cooperation in the last round of a block of trials compared to the first trial of the subsequent block.
https://data.cooperationdatabank.org/vocab/class/RewardAgent,Reward agent,Who can enact reward on other participants (See Agent type).
https://data.cooperationdatabank.org/vocab/class/RewardIncentive,Reward incentive,The form in which participants' reward decisions affect their partner's payoffs (see game incentive).
https://data.cooperationdatabank.org/vocab/class/RewardSequential,Sequential reward,"Whether group members make their reward decisions simultaneously or sequentially, i.e., whether players take decisions one after another while receiving some form of feedback on preceding decisions (see Sequentiality). "
https://data.cooperationdatabank.org/vocab/class/RewardTreatment,Reward treatment,Reward is the imposition of positive payoffs on a specific player after a trial of the game.
https://data.cooperationdatabank.org/vocab/class/SchwartzValues,Values (Schwartz),Human values according to Schwartz classification. 
https://data.cooperationdatabank.org/vocab/class/Sequentiality,Sequentiality,"Whether group members make their decisions simultaneously or sequentially, i.e., whether participants take decisions one after another while receiving some form of feedback about preceding decisions. "
https://data.cooperationdatabank.org/vocab/class/SimilarityLevel,Similarity level,The level of similarity between the participant and their partner on a relevant dimension (usually self-reported).
https://data.cooperationdatabank.org/vocab/class/SocialCapitalLevel,Social capital level,Participants' were classified according to their social capital.
https://data.cooperationdatabank.org/vocab/class/StateTrustLevel,State trust level,Participants' were classified according to their state trust.
https://data.cooperationdatabank.org/vocab/class/StatisticalTest,Test statistic,From STATO: A statistic is a measurement datum to describe a dataset or a variable. It is generated by a calculation on set of observed data.
https://data.cooperationdatabank.org/vocab/class/StepReturnLevel,Step return level,Relative level of return for reaching the threshold in step-level Public Goods Game.
https://data.cooperationdatabank.org/vocab/class/StudyAcademicDiscipline,Academic discipline,Participant's field of study if the participant is a student.
https://data.cooperationdatabank.org/vocab/class/StudyAcquaintance,Acquaintance,"Whether participants were interacting (and were aware of it) with people that they are not acquainted with or with people that they knew outside of the laboratory (e.g., friends, relatives, parents, romantic partners)."
https://data.cooperationdatabank.org/vocab/class/StudyContinuousPGG,Continuous vs step-level public goods,"Whether there was a provision point for contributions to establish a public good (i.e., step-level public goods) versus each contribution provided an incremental benefit to the public good (i.e., continuous public good)."
https://data.cooperationdatabank.org/vocab/class/StudyDilemmaType,Game type,Economic game that participants play during the experimental session.
https://data.cooperationdatabank.org/vocab/class/StudyExperimentalSetting,Experimental setting,The setting in which the experiment was conducted.
https://data.cooperationdatabank.org/vocab/class/StudyGameIncentive,Game incentive,Whether participantsâ decisions in the game determine their payoffs in different forms.
https://data.cooperationdatabank.org/vocab/class/StudyMatchingProtocol,Matching,How participants are paired with others during interactions.
https://data.cooperationdatabank.org/vocab/class/StudyOneShot,One-shot vs repeated,Whether participants played the game with the same person only once (this also applies if participants switch partners after each trial) versus played the game repeatedly with the same person.
https://data.cooperationdatabank.org/vocab/class/StudyRealPartner,Real partner,Whether participants interact with real or imagined participants in the game.
https://data.cooperationdatabank.org/vocab/class/StudySequentiality,Sequentiality,"Whether group members make their decisions simultaneously or sequentially, i.e., whether participants take decisions one after another while receiving some form of feedback about preceding decisions. "
https://data.cooperationdatabank.org/vocab/class/StudyShowUpFee,Show-up fee,"Whether participants received a show-up fee for the study (i.e., a certain payment for participation)."
https://data.cooperationdatabank.org/vocab/class/StudyTrialOfCooperation,Trial of cooperation,Trial on which cooperation was assessed.
https://data.cooperationdatabank.org/vocab/class/SVOType,SVO type,Participants were classified according to the specific type of social value orientation that resulted in the SVO measure. 
https://data.cooperationdatabank.org/vocab/class/SymmetryTarget,Symmetry target,"How specific aspects of the game that were different (i.e., asymmetric) for participants. "
https://data.cooperationdatabank.org/vocab/class/TargetMembership,Partner's group membership,"Whether the participant is interacting with a partner identified as ingroup, outgroup, or stranger."
https://data.cooperationdatabank.org/vocab/class/ThresholdLevel,Threshold level,"Relative level of the minimum threshold of total contribution by all group members when the public good will be provided. This also defines the criticality of contributions, as contributions are more critical if other players cannot reach the threshold on their own (esp. in sequential games where othersâ prior contributions are known)."
https://data.cooperationdatabank.org/vocab/class/TimePressure,Time pressure,Whether participants were instructed to make their decisions in a limited amount of time or with a longer amount of time.
https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,Trial of cooperation (ordinal),Trial on which cooperation is assessed on an ordinal scale.
https://data.cooperationdatabank.org/vocab/class/TypeOfInstitution,Institution type,The type of institution that can be established. 
https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,Uncertainty level,The relative level of uncertainty of the treatment.
https://data.cooperationdatabank.org/vocab/class/UncertaintyTarget,Uncertainty target,"Whether participants receive uncertain information about a certain aspect of the game. This also includes receiving detailed vs less specific information, as well as events happening certainly versus events happening with a probability."
https://data.cooperationdatabank.org/vocab/class/UpperChoiceRangeLevel,Highest choice option level,Relative level of the highest choice option allowed to participants.
https://data.cooperationdatabank.org/vocab/class/VoteOutcome,Vote outcome,Whether the vote resulted in the targeted outcome or did not result in the targeted outcome.
https://data.cooperationdatabank.org/vocab/class/VoteTarget,Vote target,Whether the vote is to establish a new institution or to remove an existing institution.
https://data.cooperationdatabank.org/vocab/class/YearSource,Source of year of data collection,Source of information about what year the data was collected.
https://data.cooperationdatabank.org/vocab/class/IndependentVariable,Independent Variable,"A variable that is measured or manipulated and than related to a dependent variable, such as cooperation."
https://data.cooperationdatabank.org/vocab/class/IndependentVariable,IndependentVariable,"A variable that is measured or manipulated and than related to a dependent variable, such as cooperation."
https://data.cooperationdatabank.org/vocab/class/IndependentVariable,Independent Variable,Variable manipulated by an experimenter.
https://data.cooperationdatabank.org/vocab/class/IndependentVariable,IndependentVariable,Variable manipulated by an experimenter.
https://data.cooperationdatabank.org/vocab/class/AnchorVariable,Anchor-related independent variables,"Variables related to whether participants were provided with some anchors (e.g., a suggested level of contribution) while making their decisions"
https://data.cooperationdatabank.org/vocab/class/ReputationVariable,Reputation-related independent variables,"Variables related to whether participants' have available reputational cues about how other behaved in the game, and vice-versa, such as knowledge of partner's behavior and anonymity"
https://data.cooperationdatabank.org/vocab/class/Game_TypeVariable,Game Type-related independent variables,"Variables related to the type of game played by the participants, including the correlation of observed behavior in different games"
